Month,AMZN,AAPL,WMT,VNQ,BTC-USD,ETH-USD,XRP-USD,DOGE-USD,LTC-USD
2017-11-30,58.837501525878906,40.57417297363281,28.88246726989746,66.05624389648438,10233.599609375,447.114013671875,0.2508780062198639,0.002078999998047948,88.33070373535156
2017-12-31,58.4734992980957,39.9555778503418,29.488590240478516,65.9588851928711,14156.400390625,756.7329711914062,2.300570011138916,0.00897200033068657,232.0959930419922
2018-01-31,72.54450225830078,39.53060531616211,31.832744598388672,63.152950286865234,10221.099609375,1118.31005859375,1.1623899936676025,0.006010000128298998,163.3509979248047
2018-02-28,75.62249755859375,42.226009368896484,26.87865447998047,58.30421447753906,10397.900390625,855.198974609375,0.9045829772949219,0.006018000189214945,202.89500427246094
2018-03-31,72.36699676513672,39.77474594116211,26.72649383544922,60.572689056396484,6973.52978515625,396.4570007324219,0.5123530030250549,0.002819000044837594,116.60700225830078
2018-04-30,78.30650329589844,39.17734146118164,26.573287963867188,61.07029724121094,9240.5498046875,669.9240112304688,0.8379380106925964,0.005210000090301037,148.4770050048828
2018-05-31,81.48100280761719,44.471134185791016,24.951135635375977,63.31758499145508,7494.169921875,577.64501953125,0.6126220226287842,0.003398000029847026,118.0739974975586
2018-06-30,84.98999786376953,44.05229949951172,25.89126205444336,65.97831726074219,6404.0,455.17999267578125,0.46624499559402466,0.002498999936506152,81.3740005493164
2018-07-31,88.87200164794922,45.28501892089844,26.973466873168945,66.37523651123047,7780.43994140625,433.86700439453125,0.4352250099182129,0.002945000072941184,79.70230102539062
2018-08-31,100.635498046875,54.36116027832031,29.14596176147461,68.08442687988281,7037.580078125,283.0039978027344,0.3353320062160492,0.004794000182300806,61.925498962402344
2018-09-30,100.1500015258789,53.909786224365234,28.55306625366211,66.27043151855469,6625.56005859375,232.84800720214844,0.5815719962120056,0.005905999802052975,61.14189910888672
2018-10-31,79.90049743652344,52.26676559448242,30.489845275878906,64.33193969726562,6317.60986328125,197.38099670410156,0.4483819901943207,0.0037640000227838755,49.44150161743164
2018-11-30,84.50849914550781,42.796146392822266,29.690202713012695,67.3382568359375,4017.2685546875,113.17141723632812,0.36245501041412354,0.0021649999544024467,32.064762115478516
2018-12-31,75.09850311279297,37.801910400390625,28.476552963256836,61.98357391357422,3742.700439453125,133.36825561523438,0.3527059853076935,0.002345999935641885,30.468223571777344
2019-01-31,85.9365005493164,39.88683319091797,29.29584312438965,69.33150482177734,3457.792724609375,107.0610122680664,0.3100360035896301,0.0019249999895691872,31.652175903320312
2019-02-28,81.99150085449219,41.672813415527344,30.26187515258789,69.8135986328125,3854.785400390625,136.74624633789062,0.3150779902935028,0.0019759999122470617,46.23725509643555
2019-03-31,89.0374984741211,45.71616744995117,29.975971221923828,72.75726318359375,4105.404296875,141.51409912109375,0.3092289865016937,0.0020800000056624413,60.75539779663086
2019-04-30,96.32599639892578,48.296199798583984,31.608009338378906,72.64006805419922,5350.7265625,162.16603088378906,0.30947598814964294,0.0025130000431090593,74.28087615966797
2019-05-31,88.75350189208984,42.297183990478516,31.34333038330078,72.74052429199219,8574.501953125,268.1135559082031,0.4385739862918854,0.0034409998916089535,114.53695678710938
2019-06-30,94.68150329589844,47.817779541015625,34.139652252197266,73.8711166381836,10817.1552734375,290.69598388671875,0.3964110016822815,0.0032579998951405287,122.24911499023438
2019-07-31,93.33899688720703,51.47079849243164,34.105648040771484,75.13048553466797,10085.6279296875,218.65414428710938,0.3209089934825897,0.0028989999555051327,98.50957489013672
2019-08-31,88.81449890136719,50.62351608276367,35.478302001953125,77.94503021240234,9630.6640625,172.46978759765625,0.2592040002346039,0.0025110000278800726,64.5760498046875
2019-09-30,86.79550170898438,54.31709671020508,36.85073471069336,79.44710540771484,8293.8681640625,179.87220764160156,0.2559329867362976,0.0023870000150054693,56.056907653808594
2019-10-31,88.83300018310547,60.32914733886719,36.40981674194336,80.3416748046875,9199.5849609375,183.9669189453125,0.29635798931121826,0.0026149998884648085,58.78068542480469
2019-11-30,90.04000091552734,65.00792694091797,36.97804260253906,79.29374694824219,7569.6298828125,152.53968811035156,0.22647400200366974,0.002319999970495701,47.47542953491211
2019-12-31,92.39199829101562,71.4296646118164,37.065921783447266,79.90351867675781,7193.59912109375,129.61085510253906,0.19289399683475494,0.0020280000753700733,41.34007263183594
2020-01-31,100.43599700927734,75.28758239746094,35.709171295166016,80.88519287109375,9350.529296875,180.16017150878906,0.23923300206661224,0.002394000068306923,67.8794937133789
2020-02-29,94.1875,66.65196990966797,33.585147857666016,75.20179748535156,8599.5087890625,219.8485107421875,0.23119300603866577,0.0022350000217556953,58.54326248168945
2020-03-31,97.48600006103516,62.00223159790039,35.59462356567383,60.61879348754883,6438.64453125,133.59356689453125,0.17456300556659698,0.0018110000528395176,39.299102783203125
2020-04-30,123.69999694824219,71.63574981689453,38.078914642333984,66.05147552490234,8658.5537109375,207.60205078125,0.21276099979877472,0.0024429999757558107,46.714019775390625
2020-05-31,122.11849975585938,77.7315444946289,39.03620147705078,67.19702911376953,9461.05859375,230.9757080078125,0.20290599763393402,0.0025549998972564936,45.59188461303711
2020-06-30,137.9409942626953,89.18810272216797,37.68947982788086,68.8265151977539,9137.9931640625,226.31500244140625,0.17587000131607056,0.002319999970495701,41.46779251098633
2020-07-31,158.23399353027344,103.91590118408203,40.71646499633789,71.33309936523438,11323.466796875,345.5546569824219,0.25890401005744934,0.0032250001095235348,57.998138427734375
2020-08-31,172.54800415039062,126.4208755493164,43.86958312988281,71.64862060546875,11680.8203125,435.0797424316406,0.28176599740982056,0.0032210000790655613,61.11379623413086
2020-09-30,157.43649291992188,113.45941162109375,44.20448303222656,69.73968505859375,10784.4912109375,359.9378662109375,0.241784006357193,0.002630000002682209,46.3714599609375
2020-10-31,151.8074951171875,106.65048217773438,43.837989807128906,67.64642333984375,13780.9951171875,386.59033203125,0.23974399268627167,0.0025760000571608543,55.59025955200195
2020-11-30,158.40199279785156,116.8348617553711,48.27391815185547,74.19116973876953,19625.8359375,614.842529296875,0.6643369793891907,0.0035510000307112932,87.57463073730469
2020-12-31,162.84649658203125,130.22105407714844,45.71059036254883,76.2195816040039,29001.720703125,737.8034057617188,0.2198459953069687,0.004681999795138836,124.69032287597656
2021-01-31,160.30999755859375,129.50465393066406,44.54998779296875,76.24651336669922,33114.359375,1314.9862060546875,0.49231401085853577,0.037195999175310135,129.57081604003906
2021-02-28,154.64649963378906,119.18157958984375,41.19820022583008,78.85806274414062,45137.76953125,1416.0489501953125,0.41495299339294434,0.04805200174450874,164.9271697998047
2021-03-31,154.70399475097656,120.05632019042969,43.25211715698242,82.92084503173828,58918.83203125,1918.362060546875,0.573868989944458,0.05365699902176857,197.4990997314453
2021-04-30,173.37100219726562,129.2067413330078,44.551307678222656,89.4382553100586,57750.17578125,2773.20703125,1.5916739702224731,0.3375610113143921,271.1670837402344
2021-05-31,161.15350341796875,122.68218994140625,45.40398406982422,90.16039276123047,37332.85546875,2714.9453125,1.0465840101242065,0.3258099853992462,188.03367614746094
2021-06-30,172.00799560546875,134.8411407470703,45.08110427856445,92.53842163085938,35040.8359375,2274.547607421875,0.7063739895820618,0.2542150020599365,144.13583374023438
2021-07-31,166.37950134277344,143.60342407226562,45.57021713256836,96.6294174194336,41626.1953125,2536.2099609375,0.7477859854698181,0.20831400156021118,144.93321228027344
2021-08-31,173.5395050048828,149.70504760742188,47.51866149902344,98.71127319335938,47166.6875,3433.732666015625,1.1875929832458496,0.27845299243927,171.6592254638672
2021-09-30,164.2519989013672,139.5196075439453,44.720794677734375,93.10303497314453,43790.89453125,3001.678955078125,0.9526360034942627,0.204244002699852,153.1479949951172
2021-10-31,168.6215057373047,147.7034454345703,47.94218444824219,99.74409484863281,61318.95703125,4288.07421875,1.113247036933899,0.28024399280548096,191.81637573242188
2021-11-30,175.35350036621094,163.22439575195312,45.12186813354492,97.64017486572266,57005.42578125,4631.47900390625,0.9987540245056152,0.21471500396728516,208.01454162597656
2021-12-31,166.7169952392578,175.34031677246094,46.61146545410156,107.11673736572266,46306.4453125,3682.6328125,0.8311629891395569,0.17049600183963776,146.51473999023438
2022-01-31,149.57350158691406,172.5853271484375,45.03938293457031,98.09568786621094,38483.125,2688.27880859375,0.6191490292549133,0.1418049931526184,109.58769989013672
2022-02-28,153.56300354003906,163.25437927246094,43.54140090942383,94.67935180664062,43193.234375,2919.201171875,0.782043993473053,0.13315600156784058,113.47457885742188
2022-03-31,162.99749755859375,172.6371612548828,48.159690856933594,100.6099853515625,45538.67578125,3281.642822265625,0.8145639896392822,0.13782599568367004,123.71601104736328
2022-04-30,124.28150177001953,155.86875915527344,49.47590255737305,96.4971923828125,37714.875,2730.186767578125,0.5870910286903381,0.12755699455738068,96.16598510742188
2022-05-31,120.20950317382812,147.3745574951172,41.7492561340332,91.97592163085938,31792.310546875,1942.3280029296875,0.4218670129776001,0.08586499840021133,68.41138458251953
2022-06-30,106.20999908447266,135.3738555908203,39.46105194091797,85.1247329711914,19784.7265625,1067.298828125,0.3314479887485504,0.06608600169420242,53.64842987060547
2022-07-31,134.9499969482422,160.90992736816406,42.85927963256836,92.45904541015625,23336.896484375,1681.517333984375,0.3804579973220825,0.06827200204133987,59.909507751464844
2022-08-31,126.7699966430664,155.8882598876953,43.20894241333008,86.8999252319336,20049.763671875,1553.6849365234375,0.3278700113296509,0.061330001801252365,53.85666275024414
2022-09-30,113.0,137.02935791015625,42.27988815307617,75.71477508544922,19431.7890625,1327.9786376953125,0.47977399826049805,0.06165299937129021,53.397037506103516
2022-10-31,102.44000244140625,152.04112243652344,46.39704132080078,78.36861419677734,20495.7734375,1572.7144775390625,0.4659149944782257,0.1270260065793991,55.084434509277344
2022-11-30,96.54000091552734,147.0195770263672,49.68620681762695,83.18519592285156,17168.56640625,1295.6885986328125,0.4087429940700531,0.10685999691486359,79.2977066040039
2022-12-31,84.0,129.04312133789062,46.3952522277832,78.99736785888672,16547.49609375,1196.771240234375,0.3399290144443512,0.07029400020837784,69.9962158203125
2023-01-31,103.12999725341797,143.3050994873047,47.07585525512695,87.215087890625,23139.283203125,1586.535400390625,0.4063889980316162,0.09616699814796448,94.30811309814453
2023-02-28,94.2300033569336,146.62733459472656,46.50650405883789,82.1005630493164,23147.353515625,1605.8951416015625,0.3771499991416931,0.08074899762868881,93.79277801513672
2023-03-31,103.29000091552734,164.0244598388672,48.44501876831055,80.33092498779297,28478.484375,1822.0220947265625,0.5384920239448547,0.07703500241041183,89.68412780761719
2023-04-30,105.44999694824219,168.77911376953125,49.60152053833008,80.58243560791016,29268.806640625,1876.92431640625,0.4723320007324219,0.07976900041103363,88.53362274169922
2023-05-31,120.58000183105469,176.55279541015625,48.43776321411133,77.39009857177734,27219.658203125,1874.1304931640625,0.5173860192298889,0.07165999710559845,90.53900909423828
2023-06-30,130.36000061035156,193.20701599121094,51.8380012512207,81.7467269897461,30477.251953125,1933.18896484375,0.4740369915962219,0.06647899746894836,108.16532897949219
2023-07-31,133.67999267578125,195.67726135253906,52.721866607666016,83.40984344482422,29230.111328125,1856.162353515625,0.6985210180282593,0.07781799882650375,92.24313354492188
2023-08-31,138.00999450683594,187.3837127685547,53.81946563720703,80.59233856201172,25931.47265625,1645.63916015625,0.510798990726471,0.06378500163555145,63.951377868652344
2023-09-30,127.12000274658203,170.76683044433594,52.93246078491211,74.73831176757812,26967.916015625,1671.161865234375,0.515404999256134,0.06214100122451782,66.06964874267578
2023-10-31,133.08999633789062,170.32797241210938,54.08424758911133,72.03168487548828,34667.78125,1816.458984375,0.6002820134162903,0.06827700138092041,68.9495620727539
2023-11-30,146.08999633789062,189.70791625976562,51.52913284301758,80.73436737060547,37712.74609375,2052.55615234375,0.606357991695404,0.08341699838638306,69.4455795288086
2023-12-31,151.94000244140625,192.28463745117188,52.37163162231445,88.36000061035156,42156.90234375,2292.0654296875,0.6218439936637878,0.09014800190925598,73.31273651123047
